,pattern,mean,std
375,2.5.0.dev20210802,0.5,0.5
949,2.2.0.dev20200324,0.5,0.5
768,2013.1,0.52,0.49959983987187156
313,20210730.1,0.52,0.49959983987187156
925,2019.11,0.52,0.49959983987187156
532,2019.2,0.52,0.49959983987187156
613,0.157,0.55,0.4974937185533099
88,0.20050612,0.55,0.4974937185533099
168,1.3750,0.55,0.4974937185533099
401,0.968,0.55,0.4974937185533099
738,0.457454791,0.55,0.4974937185533099
272,0.449742367,0.55,0.4974937185533099
573,1.9897,0.55,0.4974937185533099
299,0.474461865,0.55,0.4974937185533099
536,89.0,0.56,0.49638694583963433
298,70.0,0.56,0.49638694583963433
232,39.0,0.56,0.49638694583963433
244,10.16,0.56,0.49638694583963433
363,36.4,0.56,0.49638694583963433
518,10.0,0.56,0.49638694583963433
905,19.6,0.56,0.49638694583963433
913,37.0,0.56,0.49638694583963433
647,75.1,0.56,0.49638694583963433
99,20.10,0.56,0.49638694583963433
755,2.05,0.57,0.49507575177946234
490,1.32,0.57,0.49507575177946234
263,1.94,0.57,0.49507575177946234
969,1.57,0.57,0.49507575177946234
735,4.56,0.57,0.49507575177946234
760,4.34,0.57,0.49507575177946234
962,2.64,0.57,0.49507575177946234
986,0.16,0.57,0.49507575177946234
39,2.14,0.57,0.49507575177946234
105,0.69,0.57,0.49507575177946234
352,1.05,0.57,0.49507575177946234
206,0.32,0.57,0.49507575177946234
445,0.8,0.58,0.4935585071701228
941,1.3,0.58,0.4935585071701228
47,2019.4.8.0,0.66,0.47370877129308087
324,2021.4.30.1,0.66,0.47370877129308087
306,2020.8.19.5,0.66,0.47370877129308087
894,2015.1.1.1,0.66,0.47370877129308087
479,2019.4.22.0,0.66,0.47370877129308087
5,2019.9.27.0,0.66,0.47370877129308087
716,2018.11.30.1,0.66,0.47370877129308087
904,2020.11.14.4,0.66,0.47370877129308087
493,2019.2.26.0,0.66,0.47370877129308087
783,14.0.20220121.0,0.67,0.47021271782034996
928,15.0.20230116.0,0.67,0.47021271782034996
615,12.0.20190510.0,0.67,0.47021271782034996
434,15.0.20221107.0,0.67,0.47021271782034996
269,12.0.20190605.0,0.67,0.47021271782034996
19,11.0.20180829.0,0.67,0.47021271782034996
448,109.0.5414.74,0.68,0.4664761515876237
866,2017.5.9.2002,0.68,0.4664761515876237
125,0.2017.1.13,0.7,0.4582575694955838
70,96.0.4664.35,0.7,0.4582575694955838
737,0.2020.1.20,0.7,0.4582575694955838
151,4.0.0.3,0.71,0.45376205218153687
669,1.3.6.8,0.71,0.45376205218153687
995,0.3.10.3,0.71,0.45376205218153687
113,0.8.2.4,0.71,0.45376205218153687
815,2.11.0.2,0.71,0.45376205218153687
115,4.6.6.4,0.71,0.45376205218153687
226,1.10.2.1,0.71,0.45376205218153687
279,0.0.31.8,0.71,0.45376205218153687
454,0.5.7.7,0.71,0.45376205218153687
654,0.2.8.0,0.71,0.45376205218153687
692,0.2.7.1,0.71,0.45376205218153687
3,1.17.52.0,0.71,0.45376205218153687
275,3.15.0.4,0.71,0.45376205218153687
987,0.0.6.4,0.71,0.45376205218153687
273,0.5.8.2,0.71,0.45376205218153687
209,0.9.84.3,0.71,0.45376205218153687
710,1.12.37.0,0.71,0.45376205218153687
201,2.13.21.2,0.71,0.45376205218153687
983,1.12.17.0,0.71,0.45376205218153687
246,2.3.6.9,0.71,0.45376205218153687
793,1.0.1.8,0.71,0.45376205218153687
7,0.0.4.1,0.71,0.45376205218153687
169,0.3.3.2,0.71,0.45376205218153687
620,1.17.18.0,0.71,0.45376205218153687
752,0.8.0.1469056261,0.71,0.45376205218153687
166,0.2.10.0,0.71,0.45376205218153687
758,1.1.6.2,0.71,0.45376205218153687
158,1.9.1.2,0.71,0.45376205218153687
16,0.9.8.6,0.71,0.45376205218153687
935,0.9.16.4,0.71,0.45376205218153687
282,2.4.9.3,0.71,0.45376205218153687
223,1.3.5.230109,0.71,0.45376205218153687
951,1.17.63.0,0.71,0.45376205218153687
90,0.9.0.1472137761,0.71,0.45376205218153687
525,1.1.4.4,0.71,0.45376205218153687
76,0.0.7.2,0.71,0.45376205218153687
878,0.0.31.4,0.71,0.45376205218153687
71,0.8.0.1469054252,0.71,0.45376205218153687
413,1.14.57.0,0.71,0.45376205218153687
320,0.1.0.8,0.71,0.45376205218153687
892,1.3.0.5,0.71,0.45376205218153687
300,0.3.20.1,0.71,0.45376205218153687
36,1.17.26.0,0.71,0.45376205218153687
893,0.3.17.2,0.71,0.45376205218153687
67,1.23.1.0,0.71,0.45376205218153687
897,4.0.0.1,0.71,0.45376205218153687
907,3.8.1.20230329082451,0.71,0.45376205218153687
100,1.16.59.0,0.71,0.45376205218153687
909,0.9.14.3,0.71,0.45376205218153687
53,0.0.4.0,0.71,0.45376205218153687
923,2.0.0.3,0.71,0.45376205218153687
560,1.16.36.0,0.71,0.45376205218153687
360,1.14.26.0,0.71,0.45376205218153687
41,0.2.2.0,0.71,0.45376205218153687
333,3.15.0.7,0.71,0.45376205218153687
848,1.1.0.3,0.71,0.45376205218153687
446,0.0.30.129,0.72,0.44899888641287283
478,1.21.625.1023,0.72,0.44899888641287283
885,1.21.527.1111,0.72,0.44899888641287283
121,1.21.416.1002,0.72,0.44899888641287283
836,0.0.30.113,0.72,0.44899888641287283
864,0.0.30.35,0.73,0.44395945760846256
245,0.0.31.10,0.73,0.44395945760846256
321,0.1.2.14,0.73,0.44395945760846256
229,0.0.1.14,0.73,0.44395945760846256
500,4.0.30.25,0.73,0.44395945760846256
707,0.1.32.30,0.73,0.44395945760846256
585,0.0.30.66,0.73,0.44395945760846256
473,0.0.30.73,0.73,0.44395945760846256
830,1.0.3.10,0.73,0.44395945760846256
689,0.1.0.11,0.73,0.44395945760846256
252,0.9.9.21,0.73,0.44395945760846256
723,0.7.4.15,0.73,0.44395945760846256
627,4.1.28.25,0.73,0.44395945760846256
704,0.1.32.29,0.73,0.44395945760846256
69,2022.7.1,0.83,0.3756327994198591
362,2021.2.1,0.83,0.3756327994198591
515,2022.6.4,0.83,0.3756327994198591
993,2021.12.3,0.83,0.3756327994198591
554,2018.4.1,0.83,0.3756327994198591
873,2022.1.8,0.83,0.3756327994198591
761,2021.10.4,0.83,0.3756327994198591
903,2022.9.5,0.83,0.3756327994198591
998,2016.11.9,0.83,0.3756327994198591
428,2021.11.6,0.83,0.3756327994198591
271,2020.11.2,0.83,0.3756327994198591
407,2023.6.1,0.83,0.3756327994198591
114,2022.7.3,0.83,0.3756327994198591
339,2016.11.16,0.85,0.3570714214271429
66,2022.4.17,0.85,0.3570714214271429
200,2022.7.27,0.85,0.3570714214271429
118,2019.1.28,0.85,0.3570714214271429
280,2022.6.30,0.85,0.3570714214271429
144,1.2303.2,0.85,0.3570714214271427
922,2021.2.23,0.85,0.3570714214271429
552,2021.6.11,0.85,0.3570714214271429
127,2022.6.15,0.85,0.3570714214271429
12,2021.12.21,0.85,0.3570714214271429
450,2023.4.21,0.85,0.3570714214271429
665,2021.10.11,0.85,0.3570714214271429
801,2022.5.23,0.85,0.3570714214271429
472,2018.11.15,0.85,0.3570714214271429
608,2020.8.19,0.85,0.3570714214271429
676,2022.7.24,0.85,0.3570714214271429
463,0.20180203.0,0.85,0.3570714214271427
376,2021.10.10,0.85,0.3570714214271429
37,2022.0.50,0.85,0.3570714214271429
153,2017.5.12,0.85,0.3570714214271429
842,0.152.0,0.86,0.3469870314579494
143,1.120.0,0.86,0.3469870314579494
314,10.0.20170523,0.88,0.3249615361854386
227,11.0.20180124,0.88,0.3249615361854386
11,19.5.125698,0.88,0.3249615361854386
683,5.58.21262,0.89,0.31288975694324034
926,10.6.4,0.89,0.31288975694324034
838,10.2.9,0.89,0.31288975694324034
703,11.2.7,0.89,0.31288975694324034
202,18.6.0,0.89,0.31288975694324034
901,17.12.0,0.89,0.31288975694324034
722,16.0.2,0.89,0.31288975694324034
68,20.9.1,0.89,0.31288975694324034
40,15.6.0,0.89,0.31288975694324034
130,14.1.2,0.89,0.31288975694324034
132,19.3.0,0.89,0.31288975694324034
161,20.7.0,0.89,0.31288975694324034
767,5.64.21284,0.89,0.31288975694324034
858,21.2.5,0.89,0.31288975694324034
782,15.2.2,0.89,0.31288975694324034
850,0.1.118844,0.89,0.31288975694324034
25,47.3.1,0.89,0.31288975694324034
399,14.3.5,0.89,0.31288975694324034
405,1.0.202305292304,0.89,0.31288975694324034
247,4.1.48891,0.89,0.31288975694324034
381,99.0.2,0.89,0.31288975694324034
592,21.4.0,0.89,0.31288975694324034
522,50.0.1,0.89,0.31288975694324034
572,18.12.6,0.89,0.31288975694324034
587,0.2.520968727,0.89,0.31288975694324034
266,39.0.3,0.89,0.31288975694324034
661,4.1.56994,0.89,0.31288975694324034
643,0.1.202005182115,0.89,0.31288975694324034
261,38.3.0,0.89,0.31288975694324034
484,23.2.0,0.89,0.31288975694324034
291,12.1.3,0.89,0.31288975694324034
253,16.5.4,0.89,0.31288975694324034
624,38.2.0,0.89,0.31288975694324034
539,51.1.0,0.89,0.31288975694324034
872,0.45.7,0.9,0.2999999999999999
81,0.11.3391,0.9,0.2999999999999999
8,0.11.3827,0.9,0.2999999999999999
84,0.66.3,0.9,0.2999999999999999
315,0.11.3342,0.9,0.2999999999999999
85,4.7.1605,0.9,0.2999999999999999
779,0.66.4,0.9,0.2999999999999999
780,0.11.4526,0.9,0.2999999999999999
82,0.11.2007,0.9,0.2999999999999999
600,0.11.1954,0.9,0.2999999999999999
960,0.11.2786,0.9,0.2999999999999999
373,3.11.7,0.9,0.2999999999999999
514,0.11.3697,0.9,0.2999999999999999
834,0.11.4869,0.9,0.2999999999999999
255,0.47.4,0.9,0.2999999999999999
886,0.10.918,0.9,0.2999999999999999
319,0.11.1714,0.9,0.2999999999999999
617,0.11.4587,0.9,0.2999999999999999
29,2.18.5,0.9,0.2999999999999999
612,0.11.4008,0.9,0.2999999999999999
75,2.36.2,0.9,0.2999999999999999
318,0.10.1423,0.9,0.2999999999999999
609,0.11.2406,0.9,0.2999999999999999
159,0.71.8,0.9,0.2999999999999999
607,1.54.2,0.9,0.2999999999999999
157,0.11.1991,0.9,0.2999999999999999
603,2.13.3,0.9,0.2999999999999999
78,0.69.0,0.9,0.2999999999999999
456,0.11.2328,0.9,0.2999999999999999
535,0.10.1088,0.9,0.2999999999999999
786,0.34.5,0.9,0.2999999999999999
290,0.11.5326,0.9,0.2999999999999999
831,3.12.3,0.9,0.2999999999999999
288,0.11.2412,0.9,0.2999999999999999
968,0.10.1103,0.9,0.2999999999999999
828,0.11.4390,0.9,0.2999999999999999
841,0.66.8,0.9,0.2999999999999999
563,0.11.1555,0.9,0.2999999999999999
565,0.40.3,0.9,0.2999999999999999
546,1.20.4,0.9,0.2999999999999999
303,4.18.0,0.9,0.2999999999999999
821,0.11.3959,0.9,0.2999999999999999
967,0.10.328,0.9,0.2999999999999999
15,0.44.4,0.9,0.2999999999999999
284,0.11.3052,0.9,0.2999999999999999
533,1.23.7,0.9,0.2999999999999999
817,0.11.4137,0.9,0.2999999999999999
382,0.51.5,0.9,0.2999999999999999
442,1.14.9,0.9,0.2999999999999999
577,0.11.1675,0.9,0.2999999999999999
122,1.16.3,0.9,0.2999999999999999
276,1.10.0001,0.9,0.2999999999999999
368,0.28.0,0.9,0.2999999999999999
582,0.11.3242,0.9,0.2999999999999999
803,0.11.2716,0.9,0.2999999999999999
853,0.11.2409,0.9,0.2999999999999999
133,0.10.1061,0.9,0.2999999999999999
138,0.50.6,0.9,0.2999999999999999
791,0.11.1546,0.9,0.2999999999999999
87,4.7.1599,0.9,0.2999999999999999
861,0.79.3,0.9,0.2999999999999999
281,0.11.4604,0.9,0.2999999999999999
513,0.99.5,0.9,0.2999999999999999
519,0.11.2167,0.9,0.2999999999999999
325,0.11.4073,0.9,0.2999999999999999
994,0.12.9,0.9,0.2999999999999999
461,0.10.1112,0.9,0.2999999999999999
921,0.11.5001,0.9,0.2999999999999999
208,0.11.2124,0.9,0.2999999999999999
50,0.48.5,0.9,0.2999999999999999
207,2.18.9,0.9,0.2999999999999999
924,0.11.2814,0.9,0.2999999999999999
701,0.11.3718,0.9,0.2999999999999999
237,0.11.2712,0.9,0.2999999999999999
890,2.0.2997,0.9,0.2999999999999999
203,1.39.0,0.9,0.2999999999999999
397,3.34.3,0.9,0.2999999999999999
31,1.25.2,0.9,0.2999999999999999
641,2.40.5,0.9,0.2999999999999999
236,1.13.6,0.9,0.2999999999999999
241,0.11.3374,0.9,0.2999999999999999
398,0.10.1223,0.9,0.2999999999999999
388,2.35.5,0.9,0.2999999999999999
365,0.11.2411,0.9,0.2999999999999999
471,1.37.5,0.9,0.2999999999999999
997,6.48.0,0.9,0.2999999999999999
474,0.11.4939,0.9,0.2999999999999999
475,3.12.1,0.9,0.2999999999999999
677,0.11.3437,0.9,0.2999999999999999
433,0.11.3549,0.9,0.2999999999999999
678,0.11.4699,0.9,0.2999999999999999
930,0.10.1122,0.9,0.2999999999999999
215,2.0.2998,0.9,0.2999999999999999
659,0.11.3523,0.9,0.2999999999999999
359,0.10.1370,0.9,0.2999999999999999
686,0.10.418,0.9,0.2999999999999999
687,3.18.2,0.9,0.2999999999999999
44,0.11.2247,0.9,0.2999999999999999
712,2.35.3,0.9,0.2999999999999999
238,0.85.4,0.9,0.2999999999999999
103,1.29.108,0.9,0.2999999999999999
182,0.11.3888,0.9,0.2999999999999999
731,9.38.1,0.9,0.2999999999999999
729,1.64.3,0.9,0.2999999999999999
425,0.11.4387,0.9,0.2999999999999999
187,0.11.3548,0.9,0.2999999999999999
348,0.11.1547,0.9,0.2999999999999999
65,1.19.7,0.9,0.2999999999999999
502,1.80.0,0.9,0.2999999999999999
191,0.21.0,0.9,0.2999999999999999
181,0.10.777,0.9,0.2999999999999999
338,0.11.3227,0.9,0.2999999999999999
345,0.10.1162,0.9,0.2999999999999999
958,1.48.1,0.9,0.2999999999999999
910,0.11.1712,0.9,0.2999999999999999
59,1.24.4,0.9,0.2999999999999999
720,0.10.1019,0.9,0.2999999999999999
742,0.11.4745,0.9,0.2999999999999999
193,1.22.9,0.9,0.2999999999999999
743,0.93.5,0.9,0.2999999999999999
459,1.63.0,0.9,0.2999999999999999
992,0.71.9,0.9,0.2999999999999999
940,2.0.123,0.91,0.28618176042508353
74,0.0.693,0.91,0.28618176042508353
369,0.1.435,0.91,0.28618176042508353
424,1.1.114,0.91,0.28618176042508353
33,0.3.161,0.91,0.28618176042508353
501,10.3.14,0.91,0.2861817604250835
330,4.7.3,0.91,0.28618176042508353
929,2.0.111,0.91,0.28618176042508353
548,3.0.380,0.91,0.28618176042508353
881,3.0.340,0.91,0.28618176042508353
899,12.8.13,0.91,0.2861817604250835
310,8.3.1,0.91,0.28618176042508353
347,3.0.722,0.91,0.28618176042508353
86,16.3.17,0.91,0.2861817604250835
350,16.0.14,0.91,0.2861817604250835
953,3.0.588,0.91,0.28618176042508353
460,0.0.250,0.91,0.28618176042508353
537,3.0.2,0.91,0.28618176042508353
857,12.2.29,0.91,0.2861817604250835
538,5.6.3,0.91,0.28618176042508353
20,0.0.829,0.91,0.28618176042508353
349,8.0.0,0.91,0.28618176042508353
52,3.1.1,0.91,0.28618176042508353
30,14.3.18,0.91,0.2861817604250835
541,0.0.760,0.91,0.28618176042508353
370,0.0.328,0.91,0.28618176042508353
956,12.1.66,0.91,0.2861817604250835
305,0.0.783,0.91,0.28618176042508353
304,0.0.232,0.91,0.28618176042508353
854,0.0.490,0.91,0.28618176042508353
485,0.1.261,0.91,0.28618176042508353
715,0.0.475,0.91,0.28618176042508353
667,6.6.0,0.91,0.28618176042508353
196,22.3.11,0.91,0.2861817604250835
633,3.0.682,0.91,0.28618176042508353
631,0.0.305,0.91,0.28618176042508353
730,0.0.184,0.91,0.28618176042508353
734,1.1.157,0.91,0.28618176042508353
420,14.2.16,0.91,0.2861817604250835
989,0.0.625,0.91,0.28618176042508353
714,0.0.276,0.91,0.28618176042508353
628,0.8.125,0.91,0.28618176042508353
177,3.0.843,0.91,0.28618176042508353
170,6.2.3,0.91,0.28618176042508353
289,3.0.408,0.91,0.28618176042508353
985,0.0.318,0.91,0.28618176042508353
984,1.0.222,0.91,0.28618176042508353
258,5.1.6,0.91,0.28618176042508353
416,3.0.847,0.91,0.28618176042508353
437,3.4.8,0.91,0.28618176042508353
606,3.0.687,0.91,0.28618176042508353
243,3.0.893,0.91,0.28618176042508353
705,0.0.541,0.91,0.28618176042508353
670,0.4.168,0.91,0.28618176042508353
220,3.0.420,0.91,0.28618176042508353
663,10.6.16,0.91,0.2861817604250835
218,0.0.132,0.91,0.28618176042508353
679,0.1.115,0.91,0.28618176042508353
680,5.1.3,0.91,0.28618176042508353
216,2.0.131,0.91,0.28618176042508353
709,22.9.17,0.91,0.2861817604250835
660,7.1.1,0.91,0.28618176042508353
688,2.0.236,0.91,0.28618176042508353
690,0.9.107,0.91,0.28618176042508353
653,0.1.241,0.91,0.28618176042508353
210,7.0.7,0.91,0.28618176042508353
233,0.0.105,0.91,0.28618176042508353
384,3.0.330,0.91,0.28618176042508353
234,0.1.290,0.91,0.28618176042508353
996,0.0.390,0.91,0.28618176042508353
155,3.0.586,0.91,0.28618176042508353
943,8.5.1,0.91,0.28618176042508353
816,3.0.338,0.91,0.28618176042508353
441,1.0.249,0.91,0.28618176042508353
981,1.1.280,0.91,0.28618176042508353
799,3.9.6,0.91,0.28618176042508353
586,0.9.8,0.91,0.28618176042508353
141,10.6.33,0.91,0.2861817604250835
594,0.0.462,0.91,0.28618176042508353
583,2.0.279,0.91,0.28618176042508353
262,0.1.303,0.91,0.28618176042508353
977,3.0.609,0.91,0.28618176042508353
781,3.0.464,0.91,0.28618176042508353
145,0.0.150,0.91,0.28618176042508353
808,4.8.5,0.91,0.28618176042508353
136,0.1.138,0.91,0.28618176042508353
380,4.2.9,0.91,0.28618176042508353
792,0.2.109,0.91,0.28618176042508353
776,8.1.2,0.91,0.28618176042508353
378,1.0.0,0.91,0.28618176042508353
564,0.0.502,0.91,0.28618176042508353
772,0.0.431,0.91,0.28618176042508353
394,1.3.100,0.91,0.28618176042508353
400,3.0.910,0.91,0.28618176042508353
104,0.0.185,0.91,0.28618176042508353
440,1.38.16,0.92,0.27129319932501084
465,1.12.69,0.92,0.27129319932501084
224,0.10.89,0.92,0.27129319932501084
950,0.11.12,0.92,0.27129319932501084
297,0.02.06,0.92,0.27129319932501084
95,0.10.55,0.92,0.27129319932501084
455,1.12.42,0.92,0.27129319932501084
693,0.33.19,0.92,0.27129319932501084
849,1.63.10,0.92,0.27129319932501084
42,1.19.10,0.92,0.27129319932501084
675,1.24.11,0.92,0.27129319932501084
466,0.18.21,0.92,0.27129319932501084
602,0.13.31,0.92,0.27129319932501084
746,0.33.23,0.92,0.27129319932501084
194,3.16.15,0.92,0.27129319932501084
759,0.25.31,0.92,0.27129319932501084
614,1.18.33,0.92,0.27129319932501084
757,0.24.45,0.92,0.27129319932501084
883,4.25.89,0.92,0.27129319932501084
616,1.12.23,0.92,0.27129319932501084
618,1.12.17,0.92,0.27129319932501084
254,1.13.13,0.92,0.27129319932501084
147,0.27.11,0.92,0.27129319932501084
634,1.22.13,0.92,0.27129319932501084
175,0.15.63,0.92,0.27129319932501084
508,1.29.97,0.92,0.27129319932501084
438,0.15.88,0.92,0.27129319932501084
504,0.24.52,0.92,0.27129319932501084
770,4.26.22,0.92,0.27129319932501084
789,0.10.60,0.92,0.27129319932501084
728,0.26.14,0.92,0.27129319932501084
957,2.11.11,0.92,0.27129319932501084
264,0.18.18,0.92,0.27129319932501084
309,1.29.43,0.92,0.27129319932501084
900,1.21.10,0.92,0.27129319932501084
24,2.2.27,0.93,0.25514701644346155
4,1.4.87,0.93,0.25514701644346155
383,1.4.25,0.93,0.25514701644346155
436,0.3.39,0.93,0.25514701644346155
17,3.1.44,0.93,0.25514701644346155
988,3.2.10,0.93,0.25514701644346155
965,0.5.36,0.93,0.25514701644346155
947,0.1.79,0.93,0.25514701644346155
2,0.0.32,0.93,0.25514701644346155
222,1.1.45,0.93,0.25514701644346155
403,0.6.78,0.93,0.25514701644346155
814,0.3.51,0.93,0.25514701644346155
278,0.7.16,0.93,0.25514701644346155
120,2.4.16,0.93,0.25514701644346155
807,0.8.72,0.93,0.25514701644346155
414,0.4.30,0.93,0.25514701644346155
588,0.2.75,0.93,0.25514701644346155
589,1.8.77,0.93,0.25514701644346155
788,1.5.49,0.93,0.25514701644346155
774,0.6.26,0.93,0.25514701644346155
165,2.0.37,0.93,0.25514701644346155
750,0.5.70,0.93,0.25514701644346155
285,0.7.27,0.93,0.25514701644346155
747,0.2.13,0.93,0.25514701644346155
739,1.7.90,0.93,0.25514701644346155
250,3.0.45,0.93,0.25514701644346155
180,0.7.10,0.93,0.25514701644346155
726,2.0.96,0.93,0.25514701644346155
192,3.6.10,0.93,0.25514701644346155
431,2.5.35,0.93,0.25514701644346155
698,4.0.16,0.93,0.25514701644346155
231,1.7.98,0.93,0.25514701644346155
656,0.0.46,0.93,0.25514701644346155
685,0.1.71,0.93,0.25514701644346155
225,0.2.78,0.93,0.25514701644346155
174,1.0.44,0.93,0.25514701644346155
944,2.2.36,0.93,0.25514701644346155
820,1.7.87,0.93,0.25514701644346155
393,2.4.40,0.93,0.25514701644346155
939,1.8.16,0.93,0.25514701644346155
43,3.0.89,0.93,0.25514701644346155
476,0.0.48,0.93,0.25514701644346155
357,0.5.44,0.93,0.25514701644346155
49,0.9.91,0.93,0.25514701644346155
389,2.4.18,0.93,0.25514701644346155
55,2.6.24,0.93,0.25514701644346155
408,2.2.40,0.93,0.25514701644346155
61,1.5.71,0.93,0.25514701644346155
62,2.5.33,0.93,0.25514701644346155
409,0.9.24,0.93,0.25514701644346155
567,1.1.85,0.93,0.25514701644346155
895,3.0.10,0.93,0.25514701644346155
73,2.2.26,0.93,0.25514701644346155
316,0.6.54,0.93,0.25514701644346155
77,0.6.57,0.93,0.25514701644346155
875,1.1.80,0.93,0.25514701644346155
528,1.0.10,0.93,0.25514701644346155
865,1.5.42,0.93,0.25514701644346155
856,1.1.69,0.93,0.25514701644346155
847,2.1.10,0.93,0.25514701644346155
93,1.1.39,0.93,0.25514701644346155
549,1.4.19,0.93,0.25514701644346155
287,2.4.33,0.93,0.25514701644346155
391,1.1.81,0.93,0.25514701644346155
833,1.6.79,0.93,0.25514701644346155
